"index","AAPL_Daily_Adj._Open-Adj._Close_P_Delta","AAPL_Daily_Adj._Open-Adj._Close_P_Delta","AAPL_AfterHours_Adj._Close-Adj._Open_P_Delta","AAPL_Adj._Open","AAPL_Adj._High","AAPL_Adj._Low","AAPL_Adj._Close","AAPL_Adj._Volume","AAPL_25-day_Adj._Close_MA","AAPL_100-day_Adj._Close_MA","GOOG_Daily_Adj._Open-Adj._Close_P_Delta","GOOG_AfterHours_Adj._Close-Adj._Open_P_Delta","GOOG_Adj._Open","GOOG_Adj._High","GOOG_Adj._Low","GOOG_Adj._Close","GOOG_Adj._Volume","GOOG_25-day_Adj._Close_MA","GOOG_100-day_Adj._Close_MA","MSFT_Daily_Adj._Open-Adj._Close_P_Delta","MSFT_AfterHours_Adj._Close-Adj._Open_P_Delta","MSFT_Adj._Open","MSFT_Adj._High","MSFT_Adj._Low","MSFT_Adj._Close","MSFT_Adj._Volume","MSFT_25-day_Adj._Close_MA","MSFT_100-day_Adj._Close_MA","INTC_Daily_Adj._Open-Adj._Close_P_Delta","INTC_AfterHours_Adj._Close-Adj._Open_P_Delta","INTC_Adj._Open","INTC_Adj._High","INTC_Adj._Low","INTC_Adj._Close","INTC_Adj._Volume","INTC_25-day_Adj._Close_MA","INTC_100-day_Adj._Close_MA"
1001013,-0.0105035364,-0.0171102662,0.0040009539,49.9639090546,50.0419817288,48.8604819261,49.1090132723,119975100,51.8827792407,50.0482015185,0,0,0,0,0,0,0,0,0,-0.0180699731,-0.0023492561,22.6416777746,22.6677927432,22.1454933712,22.2325432665,70977500,23.0927916584,22.6337056666,-0.0224899598,-0.0069843878,21.0736506971,21.1159672648,20.4135122416,20.5997051393,62125300,20.4622238984,18.6019906011
1002453,-0.0037526998,-0.0105035364,-0.012108604,49.305496169,49.4447257713,48.7798068295,48.7876140969,92984500,51.6378392375,50.101421058,0,0,0,0,0,0,0,0,0,-0.0070643642,-0.0023715415,22.1803133293,22.1977233084,21.8930486747,22.0236235177,47626200,23.0312456375,22.6339641824,0.0049648324,-0.0107039934,20.4558288092,20.6758749611,20.3288791062,20.5573885716,45683600,20.4958121235,18.6298032136
1006773,0.014797046,-0.0037526998,0.0054470069,48.1968641956,48.3634192338,47.6126203504,48.0159958337,111995100,51.3724962422,50.1448034407,0,0,0,0,0,0,0,0,0,-0.0095087163,-0.0044,21.9713935805,21.9800985701,21.6754239364,21.7624738318,61882500,22.969276452,22.628348456,-0.0191427382,-0.0080653373,20.3373424198,20.4389021822,19.7618370995,19.9480299972,58579300,20.5124096487,18.645123167
1008213,-0.0200795706,0.014797046,-0.0053119439,48.2775392922,49.1766762566,48.2671296023,48.991904261,102255300,51.1344786828,50.1880687143,0,0,0,0,0,0,0,0,0,-0.0040176778,-0.0072609923,21.6667189469,21.7276538736,21.4577991981,21.5796690516,49204500,22.8885897942,22.6207329585,-0.0059837724,-0.0086101549,19.787142407,19.9141767431,19.5417909477,19.6687406507,48479200,20.5138081584,18.6545753474
1009653,-0.0131643233,-0.0200795706,0.0038965639,48.7316620137,48.9047231082,47.7388378404,47.753151164,107067800,50.9698494372,50.2109179836,0,0,0,0,0,0,0,0,0,-0.0056887444,-0.003677973,21.42297924,21.5796690516,21.3011093865,21.3011093865,49099700,22.8029818122,22.6102460025,-0.0147526682,-0.0066123348,19.4993897469,19.5841075153,19.2032584063,19.2117217199,52698400,20.4687338195,18.6602052822
1012533,0.0101248825,-0.0131643233,0.0241494073,47.9392243708,48.2944550383,47.2756066402,47.3081369211,63690200,50.8046476586,50.2262852883,0,0,0,0,0,0,0,0,0,-0.0032813782,0.0263374486,21.2227644807,21.4752091772,21.1531245645,21.1531245645,26164600,22.7145649686,22.5957033468,0.0079867317,0.0241970963,19.0846873837,19.6518140236,19.0509187628,19.2371116605,28346900,20.4458191467,18.6635128661
1016853,-0.0070242656,0.0101248825,-0.0007444433,48.4506003867,49.019229697,48.1877557169,48.9411570228,86603300,50.7174665058,50.2509042049,0,0,0,0,0,0,0,0,0,-0.0028067362,-0.0020104544,21.7102438946,21.7363588632,21.4926191562,21.6493089678,46766700,22.6418481261,22.5823446196,0.0077319588,0.0012787724,19.7025939048,19.9480299972,19.6772039642,19.8549335484,39753000,20.4335213038,18.6690096361
1018293,0.0023866348,-0.0070242656,0.0216773848,48.9047231082,49.2937852679,48.1708399709,48.5612033418,93963800,50.5479447059,50.2684575445,0,0,0,0,0,0,0,0,0,0.0008058018,0.0213405797,21.6057840202,21.7972937899,21.5448490934,21.6231939992,40917100,22.5670498411,22.567436817,0.0038314176,0.0296861747,19.880323489,20.2273193438,19.8210802943,19.9564933108,44191100,20.4064911238,18.6766854716
1019733,0.0140900298,0.0023866348,0.0008895866,49.613883232,49.7421826599,49.2248210723,49.7322934545,101484600,50.4669052701,50.3051517013,0,0,0,0,0,0,0,0,0,0.0082735188,-0.0007818608,22.0846454944,22.2717157194,21.8843436852,22.2673632247,81350900,22.5311516792,22.5614606964,0.0259472817,-0.0016057808,20.5489252581,21.1075039513,20.5066086904,21.0821140107,73450200,20.4231432913,18.6976120305
1021173,-0.0003334787,0.0140900298,0.0048977908,49.7765346365,50.6171170953,49.5436178252,50.477887493,96795300,50.4009598847,50.3496271014,0,0,0,0,0,0,0,0,0,-0.0109546166,0.0122626582,22.2499532456,22.3108881723,21.9365736224,22.0062135387,48545400,22.4924110507,22.5536458344,0.0020104544,0.003611557,21.0482607565,21.1328938919,20.6504850205,21.0905773242,51820400,20.4377846503,18.7219474165
1022613,-0.0012198531,-0.0003334787,0.0097254298,50.7251176279,51.2195648856,50.5624662233,50.7082018818,94763900,50.3229392589,50.3908494734,0,0,0,0,0,0,0,0,0,-0.014458773,0.0222045995,22.2760682142,22.3021831828,21.9017536643,21.9539836015,52293800,22.4287706623,22.5445359175,-0.0147940824,0.0158279221,21.166747146,21.2725385652,20.8197512911,20.8536045453,41486500,20.4285154324,18.7436637601
1026933,-0.003974421,-0.0012198531,-0.0012722323,51.2013609404,51.5813146214,50.7977252149,51.138902801,89302500,50.2607934103,50.4367041573,0,0,0,0,0,0,0,0,0,-0.0031031808,0.0042801556,22.4414630153,22.4588729944,22.1977233084,22.371823099,56818400,22.3911754476,22.5409781832,-0.0007990412,0.0031947221,21.1836737731,21.3275501031,20.9805542483,21.166747146,42526800,20.4368062206,18.7702567316
1028373,-0.0021542328,-0.003974421,-0.0026090293,51.0738422392,51.3496990213,50.6665631222,50.8708532863,70899500,50.1888104047,50.4705746858,0,0,0,0,0,0,0,0,0,-0.0058117009,0.0003897116,22.4675779839,22.5198079211,22.2934781933,22.3370031409,46175300,22.3642839448,22.534410536,0.0103667213,-0.0007889546,21.2343690211,21.564522882,21.1582838325,21.4544998061,49516000,20.471374401,18.7988961813
1029813,-0.0020181377,-0.0021542328,0.0060654347,50.7381297402,50.8695520751,50.3259710811,50.6288279964,76186600,50.1501904552,50.4904702056,0,0,0,0,0,0,0,0,0,-0.0027269186,-0.0046875,22.3457081304,22.4240530362,22.0540909811,22.2847732037,62667000,22.3574225777,22.528951962,0.01302803,-0.0081839439,21.4375731791,21.818422288,21.2683069084,21.7168625256,54791500,20.537916779,18.8309072017
1031253,0.0019600356,-0.0020181377,0.0056058977,50.9359138482,51.4629043989,50.7771660773,50.8331181605,94089100,50.1150577518,50.5084399328,0,0,0,0,0,0,0,0,0,-0.0031397174,0.0047244094,22.1803133293,22.3892330781,22.0845584445,22.1106734131,60522200,22.3429059898,22.513595527,-0.0290766208,-0.0121408337,21.5391329414,21.6068394497,20.8451412317,20.91284774,58000600,20.5739766661,18.8483958961
1032693,0.0004084967,0.0019600356,-0.0049286114,51.1180834213,51.2729275584,50.8812629762,51.2182766865,74248300,50.0658719671,50.5171840723,0,0,0,0,0,0,0,0,0,0.0070532915,-0.0112840467,22.2151332875,22.5198079211,22.1977233084,22.371823099,53788500,22.3208634311,22.5049719514,0.0245800901,-0.0331867253,20.658948334,21.2429169678,20.6335583934,21.166747146,44071500,20.601397802,18.8690053184
1037013,-0.0106615776,0.0004084967,0.002960392,50.9658417066,51.2547106011,50.6756716009,50.9866610864,75266800,50.0221512695,50.5231045834,0,0,0,0,0,0,0,0,0,0.0039354585,0.0094080753,22.1193784026,22.2586582351,22.0149185282,22.2064282979,38945900,22.3018822887,22.4943939116,-0.0074441687,0.0020833333,20.4642921228,20.558234903,19.9818832514,20.3119524792,94831300,20.6101996481,18.8825626814
1038453,-0.0168347556,-0.0106615776,-0.0054268152,51.1376015898,51.4498922865,50.3698869603,50.5923940818,84732200,49.9653143627,50.517262145,0,0,0,0,0,0,0,0,0,0.0003883495,-0.001552795,22.4153480467,22.7200226804,22.3291686503,22.4240530362,54581100,22.2725973339,22.4822571346,-0.0203742204,-0.0033955857,20.3542690468,20.3627323604,19.8210802943,19.9395666837,78519000,20.5858253051,18.8897368312
1039893,-0.0114522735,-0.0168347556,0.0082590284,50.3178385109,50.406320875,49.1441459757,49.470749996,101721900,49.8297802003,50.4934369672,0,0,0,0,0,0,0,0,0,-0.0050544323,0.0050801094,22.3892330781,22.5111029316,22.2586582351,22.2760682142,47926400,22.2249508612,22.4653777641,-0.0072402044,0.0115830116,19.8718601754,19.9395666837,19.5841075153,19.7279838454,56395100,20.5370766191,18.8956262011
1041333,0.0017351982,-0.0114522735,0.0037472951,49.8793303242,49.9326799849,49.2261222836,49.3080985915,64050000,49.7447330339,50.4615963283,0,0,0,0,0,0,0,0,0,-0.0062208398,0.0043035994,22.3892330781,22.5285129106,22.2325432665,22.2499532456,46213900,22.2094387896,22.4467775947,-0.0114503817,0.0068597169,19.9564933108,20.0326631326,19.6772039642,19.7279838454,38692600,20.5191343945,18.9026374865
1042773,-0.0006797919,0.0017351982,0.0038055745,49.492870587,49.9860296456,49.3900748993,49.5787505286,105369600,49.7228726852,50.4465413143,0,0,0,0,0,0,0,0,0,0.0128554733,0.0007692308,22.3457081304,22.7809576071,22.3108881723,22.632972785,101408100,22.2064825829,22.4384472495,-0.010221603,0.0068833405,19.8633122288,20.2188560303,19.6560456804,19.6602773371,94567200,20.4910361935,18.9120050339
1047093,0.0211213122,-0.0006797919,0.0145208132,49.7674261579,50.0771144322,49.5084851219,49.7335946657,58882600,49.7103290088,50.4340366743,0,0,0,0,0,0,0,0,0,-0.0188316679,0.0129259694,22.6503827641,22.7374326594,22.1629033503,22.223838277,52258300,22.1653872773,22.4226769523,-0.012608006,0.0171032691,19.7956057205,19.8718601754,19.5079376935,19.5460226044,42243000,20.4316237325,18.9200638242
1048533,-0.0006176107,0.0211213122,0.0018689228,50.4557669019,51.5409770731,50.3907063401,51.5214589045,84303800,49.797197871,50.4411542998,0,0,0,0,0,0,0,0,0,0.0063805104,-0.0005763689,22.5111029316,22.7200226804,22.4675779839,22.6547352589,60767600,22.1467120697,22.4139631998,0.0148999574,0.004614094,19.880323489,20.2950258521,19.8380069213,20.1765394626,46309500,20.4048796618,18.9362560898
1049973,0.0039042821,-0.0006176107,0.001399942,51.617748536,51.6971224214,51.0087816774,51.5858688607,65737000,49.8368327652,50.4407574303,0,0,0,0,0,0,0,0,0,-0.0096116878,0.0023291925,22.6416777746,22.7983675861,22.1454933712,22.4240530362,64132500,22.1125885108,22.4040588274,-0.0112734864,0.0063344595,20.2696359115,20.388122301,19.8295436078,20.0411264461,45222100,20.3486832599,18.9518421688
1051413,0.009107058,0.0039042821,0.0028603688,51.6580860844,51.9352440777,51.5409770731,51.859773826,50589700,49.9085555286,50.4533011066,0,0,0,0,0,0,0,0,0,-0.0003872967,0.0038783417,22.4762829734,22.5111029316,22.1759608346,22.4675779839,35794100,22.1035353216,22.3986252052,0.0079731431,0.0045795171,20.1680761491,20.3965856145,20.1088329544,20.3288791062,32002200,20.3175382661,18.9746272266
1052853,0.0085090548,0.009107058,-0.0005702526,52.0081119069,52.5155842891,51.9827382878,52.481752797,67349800,50.0434651096,50.4673021396,0,0,0,0,0,0,0,0,0,0.0046275391,-0.0026892048,22.5547149291,22.6677927432,22.3979380676,22.6590877536,23205800,22.1205971011,22.3940763401,0.0111893908,0.0020532787,20.4219755551,20.6504850205,20.3458057333,20.6504850205,24832700,20.3195694613,18.9981351981
1058613,-0.0104450834,0.0085090548,0.0008855435,52.4518249386,53.2312504691,52.4414152487,52.8981403926,66269000,50.2078861614,50.5052454592,0,0,0,0,0,0,0,0,0,0.0030816641,0.002688172,22.5981528269,22.7548426385,22.5720378583,22.6677927432,21287200,22.1463638701,22.3980289732,0.0044948691,-0.0016286645,20.6928862213,20.9043844265,20.6504850205,20.785898037,24136000,20.32870984,19.031052183
1060053,0.0042637581,-0.0104450834,0.0018875422,52.9449839971,53.1219487253,52.2228117609,52.3919692217,57165500,50.3829250969,50.5430066093,0,0,0,0,0,0,0,0,0,-0.0111068556,0.0050348567,22.7287276699,22.763547628,22.4240530362,22.4762829734,29822500,22.1749162358,22.4022989132,-0.0120309951,0.0055727554,20.7520447829,20.785898037,20.4642921228,20.5023770337,23703400,20.3508837214,19.0616373881
1061493,0.0036925975,0.0042637581,-0.0039741311,52.4908612756,52.7836338038,52.1148112283,52.7146696083,53994500,50.5318357108,50.6105524846,0,0,0,0,0,0,0,0,0,0.0026974952,-0.0007686395,22.5894478374,22.6764977327,22.5111029316,22.6503827641,22616900,22.2177447843,22.4186132572,0.0077996716,-0.0048879837,20.6166317664,20.8028246641,20.5489252581,20.7774347235,22319300,20.3952314843,19.1006787124
1062933,0.004469956,0.0036925975,0.0108641975,52.5051745992,52.8656101117,52.5025721768,52.6990550735,44915500,50.7296718672,50.6508770208,0,0,0,0,0,0,0,0,0,-0.0015384615,0.0227272727,22.632972785,22.7374326594,22.5546278792,22.5981528269,27395700,22.2696265219,22.4249605129,-0.0073679902,0.0152618557,20.6758749611,20.8366779182,20.5235353175,20.5235353175,21710100,20.4477040282,19.1330696959
1068693,0.0083902439,0.004469956,-0.0029910269,53.2715880175,53.6749635008,53.219539568,53.5097096737,75555200,50.9777347773,50.712736603,0,0,0,0,0,0,0,0,0,0.0080979284,0.0020511862,23.1117472093,23.4686517802,22.9724673768,23.2989044843,64731500,22.3554577187,22.4501642022,-0.0032534393,0.0012184189,20.8367625513,21.0651873836,20.642021707,20.7689714099,44845600,20.5089784182,19.1735366777
1070133,0.007422581,0.0083902439,0.0036522833,53.3496606917,53.9586275503,53.2559734826,53.797277357,65005500,51.1719795907,50.7644467375,0,0,0,0,0,0,0,0,0,0.0216294617,-0.000729927,23.3466948768,23.9126062463,23.3119619686,23.8516713196,80516100,22.4435522128,22.4723952498,0.0219821814,-0.0019872561,20.7942767174,21.2683069084,20.7605080964,21.2513802813,47504000,20.5648362875,19.2118636303
1071573,0.0062653358,0.007422581,0.0041623807,53.9937602537,54.4621962988,53.6970840918,54.3945333145,67817400,51.4053127896,50.8178484466,0,0,0,0,0,0,0,0,0,0.0109569028,-0.0054190751,23.8342613405,24.1371949763,23.7559164347,24.0954110265,56081400,22.5424408939,22.49783645,0.0135633936,-0.007480315,21.2091483468,21.5391329414,21.1413572054,21.4968163738,49490600,20.62644921,19.2535678993
1073013,-0.0088603974,0.0062653358,0.0073392519,54.6209440696,55.008705018,54.5493774516,54.9631626248,79573200,51.6145475564,50.8685826727,0,0,0,0,0,0,0,0,0,0.0208863059,-0.0019569472,23.9648361835,24.5393654927,23.9604836888,24.4653730817,99455500,22.6303612882,22.5234569403,0.001586672,0.0059405941,21.3360134167,21.4968163738,21.166747146,21.3698666708,36343500,20.6379593165,19.2919889504
1077333,-0.0062691634,-0.0088603974,0.0099117919,55.3665511202,55.6593106362,54.8265354449,54.8759814719,98506100,51.7904713155,50.9222576362,0,0,0,0,0,0,0,0,0,-0.0110516934,0.0068493151,24.4174956392,24.4610205869,24.1302309847,24.1476409637,59706800,22.7160183852,22.5459001094,0.0025590551,0.0096210485,21.4968163738,21.6322293903,21.3444767302,21.5518279117,47478600,20.65640934,19.3330686642
1078773,-0.0003075613,-0.0062691634,-0.0013231264,55.4199007808,55.4315986699,54.8460536135,55.0724643686,64549100,51.965041815,50.9779494772,0,0,0,0,0,0,0,0,0,-0.0032223416,-0.0147270115,24.3130357648,24.5045455346,24.1563459533,24.234690859,60014400,22.8072466755,22.5701210157,-0.0046674446,-0.0062524424,21.7591790933,21.9369086775,21.5899128226,21.6576193309,41060900,20.6885699314,19.3762131527
1080213,-0.0021076063,-0.0003075613,-0.0006389776,54.9995965394,55.0217171304,54.5610883527,54.9826807933,53771200,52.1187929347,51.051467912,0,0,0,0,0,0,0,0,0,0.010572366,0.0054112554,23.8777862882,24.3565607125,23.825556351,24.1302309847,65582400,22.8775829909,22.5982655329,0.0145497444,0.0019418605,21.5222063144,21.9115187369,21.4460364926,21.8353489151,57170000,20.7153140021,19.42868639
1081653,0.000262092,-0.0021076063,-0.0040105366,54.9475480899,55.0282231866,54.4882205235,54.8317402899,53146800,52.2772284149,51.1365150784,0,0,0,0,0,0,0,0,0,0.0046645138,-0.0025,24.2608058276,24.3913806706,24.0649435632,24.3739706916,49370800,22.9590616929,22.6342044732,-0.0038723254,-0.0023300971,21.8777501159,21.9199820504,21.6153027632,21.7930323474,44420500,20.7288553038,19.4856029536
1083093,0.0011786893,0.000262092,0.0104571116,54.6118355909,54.7094264337,54.4765096224,54.6261489145,56505400,52.4371212516,51.2189728345,0,0,0,0,0,0,0,0,0,0.0114572145,0.0053097345,24.3130357648,24.5915954299,24.1911659114,24.5915954299,60196100,23.051334582,22.6729244864,-0.0214091086,0.0015910899,21.7422524662,21.7676424068,21.2429169678,21.2767702219,63313400,20.7112516116,19.5357627004
1088853,0.0050356005,0.0011786893,0.0053214033,55.1973806473,55.4302974586,55.036030454,55.2624412091,60724300,52.6142941735,51.2854647287,0,0,0,0,0,0,0,0,0,-0.0051056338,0.0019465581,24.7221702729,24.9397950112,24.5219555136,24.5959479247,72395300,23.1507455624,22.7052941547,-0.0055599682,0.0035942492,21.3106234761,21.4968163738,21.1328938919,21.1921370866,60438600,20.7224231855,19.5823072496
1090293,-0.005579449,0.0050356005,0.002423621,55.5565149486,55.8831189689,55.470635007,55.8362753644,69197800,52.7990141206,51.3543378394,0,0,0,0,0,0,0,0,0,-0.0028258566,-0.0024796316,24.6438253671,24.7221702729,24.347855723,24.5741854508,64860600,23.2388400565,22.7358909327,0.0103461998,0.005120126,21.2683069084,21.564522882,21.166747146,21.4883530602,62687000,20.7352874221,19.6310588133
1091733,-0.0168191069,-0.005579449,-0.0006078317,55.971601333,56.1302189827,55.4979604429,55.6593106362,65434600,52.9859201026,51.4246422825,0,0,0,0,0,0,0,0,0,-0.0014204545,0.0248933144,24.5132505241,24.7526377362,24.4000856602,24.478430566,74053500,23.3297201472,22.7683814822,0.0043103448,0.0093640265,21.5983761362,21.7337891527,21.4714264332,21.691472585,64946300,20.7904682263,19.6850299635
1093173,0.0112120567,-0.0168191069,0.0056388294,55.6254791441,55.6267803553,54.6183416471,54.6899082651,103493600,53.14982067,51.4724227591,0,0,0,0,0,0,0,0,0,0.0308813324,-0.0053853921,25.0877798332,25.8886388703,25.0268449065,25.8625239017,165902900,23.4672589818,22.8088375172,0.0197139544,-0.0011372252,21.8945921098,22.4023909218,21.5814495091,22.3262211,101272500,20.885934403,19.7424119227
1097493,-0.0110329308,0.0112120567,-0.0054020856,54.9982953282,55.7503954228,54.9501505124,55.6149393331,76515600,53.3955882434,51.5211388066,0,0,0,0,0,0,0,0,0,0.0060913706,-0.008745375,25.7232440691,26.0714436504,25.5491442785,25.8799338807,76078100,23.6114136085,22.8443698368,0.0136622391,-0.0003743916,22.3008311594,22.7578500902,22.2923678459,22.6055104466,69663500,21.001035467,19.7981817611
1098933,-0.0171199718,-0.0110329308,0.080944792,55.3145026707,55.3145026707,54.5923174224,54.7042215887,136909500,53.6114331633,51.5607216524,0,0,0,0,0,0,0,0,0,-0.0044112657,-0.009202454,25.6536041529,25.7409151979,25.4011594564,25.540439289,51703300,23.7430330502,22.8731374684,0.0073033708,-0.0020449898,22.5970471331,22.834019912,22.5208773113,22.762081747,56220400,21.1223993831,19.8559787901
1100373,-0.0083192078,-0.0171199718,0.003806027,59.1322434261,59.1335446374,57.738646192,58.1199010842,239578500,53.9530791856,51.6411755431,0,0,0,0,0,0,0,0,0,0.0168558652,0.001691475,25.3054045716,25.8102939645,25.3054045716,25.7319490587,59231700,23.8669921012,22.9006232628,0.0022354694,0.0018587361,22.7155335225,22.8086299714,22.4277808624,22.7663134037,54757900,21.2466408257,19.9147410911
1101813,0.0066165549,-0.0083192078,-0.0006522277,58.3411069944,58.3970590776,57.661874729,57.8557552032,80996300,54.2779656071,51.7239325778,0,0,0,0,0,0,0,0,0,-0.0037149612,-0.0016949153,25.7754740063,25.8538189121,25.5926692261,25.6797191215,49102800,24.005227335,22.9309565,-0.0074211503,-0.003364486,22.8086299714,22.8509465391,22.5124139977,22.6393637007,61678200,21.3703744696,19.9734085656
1103253,0.0163783626,0.0066165549,-0.0035101055,57.8180200774,58.3567215293,57.7438510369,58.2005761809,74927300,54.5451302981,51.8192202766,0,0,0,0,0,0,0,0,0,-0.0074702886,-0.0088949709,25.6361941738,25.7058340901,25.3924544669,25.4446844041,44187700,24.1168253008,22.9624819395,0.0026256564,-0.0082341938,22.5631938789,22.7155335225,22.5039506842,22.6224370737,50587400,21.468210374,20.03484345
1107573,0.0019535108,0.0163783626,0.0056952385,57.9962860168,59.0619780194,57.9546472572,58.9461702193,94835300,54.8395423525,51.9145600239,0,0,0,0,0,0,0,0,0,0.0220918191,0.0016886187,25.2183546762,25.7841789959,25.0964848228,25.7754740063,51114800,24.2508821396,22.9998209808,0.0086797762,0.0018698579,22.4361595428,22.6816802684,22.2331246512,22.6309003872,60694100,21.5718013317,20.0972020178
1109013,-0.0048428263,0.0019535108,0.0042280056,59.2818827183,59.626703696,58.9539774868,59.3976905184,97920900,55.1410590202,52.0089628991,0,0,0,0,0,0,0,0,0,-0.0043830074,0.0088046055,25.818998954,25.8538189121,25.4446844041,25.7058340901,50572400,24.3804123838,23.0322298442,-0.0138111236,0.0121120363,22.6732169549,22.6816802684,22.2415879647,22.3600743541,45325300,21.6530491416,20.1523214535
1110453,-0.0017109015,-0.0048428263,-0.0006357,59.648824287,59.7242945387,59.2766778734,59.3599553925,67511500,55.416187124,52.1027151687,0,0,0,0,0,0,0,0,0,0.0033568312,0.0003345601,25.9321638179,26.1584935458,25.9060488493,26.0192137132,67409900,24.5148174222,23.0658716237,-0.00710546,0.0015065913,22.6309003872,22.7155335225,22.4362441759,22.4700974301,46330600,21.725833638,20.210093363
1111893,0.005204461,-0.0017109015,0.0047899455,59.3222202666,59.4874740937,59.0723877093,59.2207257902,46699100,55.6690905399,52.2037412091,0,0,0,0,0,0,0,0,0,0.0016722408,0.0063472454,26.0279187028,26.2629534202,25.8625239017,26.0714436504,52223300,24.6509634585,23.1041830775,-0.0037608123,0.0145115513,22.5039506842,22.6309003872,22.3939276083,22.4193175489,34780300,21.7911704185,20.2689936219
1113333,0.012195122,0.005204461,-0.0028280543,59.5043898397,59.8557168736,59.2779790846,59.814078114,71649900,55.9659748956,52.3074997931,0,0,0,0,0,0,0,0,0,0.0033145212,-0.0066137566,26.2369255015,26.4631681794,26.1933135039,26.3238883469,41838500,24.8048676734,23.1437229236,0.0028126758,-0.00710546,22.7446566263,22.9851964039,22.6721535019,22.8086299714,42191600,21.883420536,20.3269205131
1117653,0.0076947877,0.012195122,0.0027587991,59.6449206533,60.5037200693,59.6216289721,60.3722977344,62353200,56.2722800206,52.4107509047,0,0,0,0,0,0,0,0,0,0.0053262317,-0.0016556291,26.1497885562,26.3064783678,26.0888536295,26.2890683888,28039700,24.9504150984,23.1816185155,0.0064030132,-0.0033682635,22.6465641638,22.7958353024,22.4844983562,22.7915704127,36772600,21.9639859635,20.3806493671
1119093,0.0131349628,0.0076947877,0.0035620587,60.5388527727,61.124397829,60.451801741,61.0046863953,79055900,56.6045052735,52.5142362343,0,0,0,0,0,0,0,0,0,0.0066334992,-0.0029654036,26.2455434411,26.5371605904,26.1584935458,26.4196432318,39242400,25.1032747146,23.2168452881,0.0003755163,0.0007507508,22.7148023986,22.8086299714,22.539941922,22.7233321779,33101300,22.0519778379,20.43071721
1120533,0.0258132956,0.0131349628,0.0085592011,61.2219886718,62.0404505394,61.1178917729,62.0261372158,101972500,56.9451623752,52.623173639,0,0,0,0,0,0,0,0,0,0.0132187707,0.0006523157,26.341298326,26.6982028968,26.3064783678,26.6894979073,49659100,25.2388984515,23.2505368288,0.0071267817,0.0022346369,22.7403917366,23.021874455,22.6977428399,22.9024575442,37072100,22.1373172833,20.4790103426
1121973,0.0050105915,0.0258132956,-0.0044812134,62.5570314003,64.6376681673,62.5310071756,64.1718345446,221053700,57.3601446627,52.7437568843,0,0,0,0,0,0,0,0,0,0.0029335072,-0.0042248944,26.7069078863,26.8113677607,26.5328080957,26.7852527921,50481600,25.3562417104,23.284062671,-0.0018580453,-0.0044676098,22.9536362203,23.0304042344,22.8470139785,22.9109873235,35754200,22.203701565,20.5237808566
1123413,0.006145777,0.0050105915,0.0123829597,63.8842668614,64.7508735448,63.5706749534,64.2043648256,157825500,57.7525379231,52.8501829513,0,0,0,0,0,0,0,0,0,-0.004732376,0.0044269552,26.6720879282,26.8113677607,26.4283482213,26.54586558,44605300,25.4542598926,23.3144170083,-0.0016828721,0.0050571268,22.8086299714,22.8512788681,22.5612663704,22.7702459643,33616000,22.2546387486,20.5674795771
1127733,0.0095113542,0.006145777,0.0040986868,64.999404891,65.5589257226,64.6819093493,65.3988767405,129304000,58.1699664877,52.966185933,0,0,0,0,0,0,0,0,0,-0.0016323866,-0.0016177591,26.6633829387,26.7852527921,26.489283148,26.619857991,33319800,25.540439289,23.3474985535,-0.0048453224,-0.0048689139,22.8853979855,22.8939277649,22.6209748258,22.774510854,24723000,22.310824516,20.6089555107
1129173,-0.0322599463,0.0095113542,0.0094217407,65.6669262552,66.3045197611,65.3208040664,66.2915076487,115099600,58.6265875348,53.0928198105,0,0,0,0,0,0,0,0,0,-0.0026376525,0.0026479339,26.5767934725,26.6907065339,26.1561913998,26.5066931271,59644000,25.6348013755,23.388002411,0.0079036507,0.0037341299,22.6636237225,22.8427490888,22.6039152671,22.8427490888,25409300,22.362461363,20.6532953574
1130613,0.0217904374,-0.0322599463,-0.0123977736,66.9160890422,68.4814461595,64.6558851246,64.757379601,376530000,59.0139841441,53.2175409076,0,0,0,0,0,0,0,0,0,-0.0092350503,0.0086522463,26.576881098,26.6293687316,26.3139171771,26.3314422634,43311300,25.7186714317,23.4347892988,-0.0111607143,-0.006772009,22.9280468822,22.9280468822,22.6039152671,22.6721535019,35832700,22.4030427299,20.6986561619
1132053,-0.0019677605,0.0217904374,0.001792079,63.9545322682,65.6968541137,63.320842396,65.3481295023,236138000,59.4286020925,53.3449424997,0,0,0,0,0,0,0,0,0,0.0321676015,-0.002716957,26.5592683862,27.6458237408,26.550505843,27.4136163465,94705100,25.8500068461,23.4923979274,0.0160984848,0.001304753,22.5186174736,22.9877553377,22.4759685769,22.8811330958,42450700,22.4448740971,20.7415339379
1133493,0.0157236427,-0.0019677605,0.0094798056,65.4652385136,66.0716029498,65.0995981562,65.3364186012,133951300,59.8487892249,53.4736973515,0,0,0,0,0,0,0,0,0,0.0016025641,-0.00224,27.3391347294,27.4442852476,27.1200711499,27.3829474453,70036500,25.9703659163,23.5464165286,0.0189873418,-0.0010960906,22.9109873235,23.4568932017,22.8768682062,23.3460060702,74254100,22.506993046,20.7883892035
